fuel_type,body_type,km_driven,owner,price,manufacturing_year,link,features,oem,model,registration_year,Mileage,Seats,transmission,variantName,City
Diesel,Sedan,120000,Second Owner,550000,2017,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vdi-Optional-cars-Jaipur_db24ac8d-112e-4baf-baf7-dffa510c245d.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Swift Dzire,2017,26.59,5,Manual,VDI Optional,Jaipur
Diesel,SUV,90000,Third Owner,1300000,2014,https://www.cardekho.com/used-car-details/used-Audi-Q3-2.0-Tdi-cars-Jaipur_a84840a5-52fa-4473-9bf1-634ef70dc073.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Audi,Audi Q3,2014,15.73,5,Automatic,2.0 TDI,Jaipur
Petrol,Hatchback,70000,Fifth Owner,290000,2012,https://www.cardekho.com/used-car-details/used-Honda-Brio-S-Mt-cars-Jaipur_1549a776-1894-4892-905b-d93a859ece62.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Honda,Honda Brio,2012,19.4,5,Manual,S MT,Jaipur
Diesel,Sedan,90000,Second Owner,550000,2013,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-1.6-Sx-cars-Jaipur_b15deb34-e290-403b-a57b-59e8d3318f5e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai Verna,2013,22.32,5,Manual,1.6 SX,Jaipur
Lpg,Sedan,100000,Second Owner,210000,2011,https://www.cardekho.com/used-car-details/used-Hyundai-Accent-Executive-Lpg-cars-Jaipur_290c72ca-a5d5-47a9-bbda-f361802f1189.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Hyundai,Hyundai Accent,2011,13.2,5,Manual,Executive LPG,Jaipur
Petrol,MUV,70000,First Owner,910000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Xl6-Zeta-cars-Jaipur_ce9be4f5-3bdb-45e1-9a65-1c1804354775.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Maruti,Maruti XL6,2020,19.01,6,Manual,Zeta,Jaipur
Petrol,Hatchback,80000,First Owner,225000,2010,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Lxi-Minor-cars-Jaipur_7a809753-6f7b-4283-8e9e-d9f5ba5dc99a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Maruti,Maruti Wagon R,2010,18.9,5,Manual,LXI Minor,Jaipur
Diesel,MUV,120000,Second Owner,570000,2018,https://www.cardekho.com/used-car-details/used-Mahindra-Marazzo-M2-8str-Bsiv-cars-Jaipur_b1712146-2f50-4cac-8de5-8d4b081b4a61.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Mahindra,Mahindra Marazzo,2018,17.3,8,Manual,M2 8Str BSIV,Jaipur
Petrol,Sedan,40000,Second Owner,1200000,2020,https://www.cardekho.com/used-car-details/used-Honda-City-Vx-Cvt-cars-Jaipur_2785eee7-7b7d-419d-b9fb-153e4e993019.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Honda,Honda City,2020,18.3,5,Automatic,VX CVT,Jaipur
Petrol,SUV,90000,Second Owner,721000,2018,https://www.cardekho.com/used-car-details/used-Tata-Nexon-1.2-Revotron-Xm-cars-Jaipur_eedf3525-edd7-49b3-b250-23e3f621d5c9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Tata,Tata Nexon,2018,17,5,Manual,1.2 Revotron XM,Jaipur
Diesel,SUV,80000,First Owner,740000,2017,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-Vdi-cars-Jaipur_1b6b667b-78f4-430f-bbc1-1e1a01c2781d.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Vitara Brezza,2017,24.3,5,Manual,VDi,Jaipur
Diesel,SUV,20000,First Owner,2150000,2022,https://www.cardekho.com/used-car-details/used-Tata-Harrier-Xza-Dual-Tone-At-Bsvi-cars-Jaipur_ef0b1e6a-1b69-43ff-8098-d94c0a9e1e4e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Tata,Tata Harrier,2022,14.6,5,Automatic,XZA Dual Tone AT BSVI,Jaipur
Diesel,SUV,50000,First Owner,500000,2013,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv500-W8-Awd-cars-Jaipur_457fe394-5bab-4b04-8661-66c13d4ef992.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Mahindra,Mahindra XUV500,2013,15.1,7,Manual,W8 AWD,Jaipur
Diesel,Sedan,110000,Second Owner,250000,2011,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vdi-cars-Jaipur_a5b3af0b-b532-440f-81ca-e09c59427904.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",Maruti,Maruti Swift Dzire,2011,19.3,5,Manual,VDi,Jaipur
Petrol,Sedan,20000,First Owner,1473000,2022,https://www.cardekho.com/used-car-details/used-Skoda-Slavia-1.0-Tsi-Style-Bsvi-cars-Jaipur_f6d9a185-aa89-4d6e-9e06-8b585a486ff0.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Skoda,Skoda Slavia,2022,19.47,5,Manual,1.0 TSI Style BSVI,Jaipur
Diesel,Sedan,100000,Fourth Owner,650000,2018,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vdi-cars-Jaipur_ea51cfb7-862d-41ec-ad92-37e67ef7482f.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Maruti,Maruti Swift Dzire,2018,28.4,5,Manual,VDI,Jaipur
Petrol,Sedan,80000,Second Owner,175000,2009,https://www.cardekho.com/used-car-details/used-Maruti-Sx4-Vxi-cars-Jaipur_88455e69-f02b-41a4-8395-13c70465cd9e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Centeral Locking, Child Safety Locks, Cd Player",Maruti,Maruti SX4,2009,15.5,5,Manual,VXI,Jaipur
Petrol,Sedan,50000,First Owner,2680000,2020,https://www.cardekho.com/used-car-details/used-Skoda-Superb-Lk-1.8-Tsi-At-cars-Jaipur_923eace5-5eef-4bbf-ad58-c46fdfefca84.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Skoda,Skoda Superb,2020,14.67,5,Automatic,LK 1.8 TSI AT,Jaipur
Petrol,Hatchback,70000,Third Owner,175000,2014,https://www.cardekho.com/used-car-details/used-Hyundai-Eon-1.0-Kappa-Magna-Plus-cars-Jaipur_b3d77f96-d1a7-45db-839d-e1be26611f20.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks, Cd Player",Hyundai,Hyundai EON,2014,20.3,5,Manual,1.0 Kappa Magna Plus,Jaipur
Cng,Hatchback,150000,Third Owner,130000,2010,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-Gls-Cng-cars-Jaipur_97a307ca-bd71-4127-9697-9c15f673f763.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Hyundai,Hyundai Santro Xing,2010,11.88,5,Manual,GLS CNG,Jaipur
Diesel,SUV,40000,First Owner,934000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-Zdi-cars-Jaipur_e68fa9d4-3f48-44ec-8d11-0b31108043c2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Vitara Brezza,2020,24.3,5,Manual,ZDi,Jaipur
Diesel,Sedan,110000,First Owner,360000,2013,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-Diesel-Highline-cars-Jaipur_e5f6f44b-f81d-4927-a013-6c871e4d92d5.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Volkswagen,Volkswagen Vento,2013,20.54,5,Manual,Diesel Highline,Jaipur
Petrol,SUV,30000,First Owner,710000,2019,https://www.cardekho.com/used-car-details/used-Tata-Nexon-1.2-Revotron-Xm-cars-Jaipur_3ebad140-a753-48b7-a7e0-00de487a665a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Tata,Tata Nexon,2019,17,5,Manual,1.2 Revotron XM,Jaipur
Petrol,Hatchback,90000,Second Owner,150000,2007,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Lxi-cars-Jaipur_cbb2c684-ecd5-4e6d-bdfe-cf80ec45eed7.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Passenger Side Rear View Mirror",Maruti,Maruti Alto 800,2007,24.7,5,Manual,LXI,Jaipur
Diesel,Sedan,120000,First Owner,650000,2017,https://www.cardekho.com/used-car-details/used-Chevrolet-Cruze-Ltz-cars-Jaipur_ac3950e9-9f0d-4aeb-affa-8cce3633f2bc.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Chevrolet,Chevrolet Cruze,2017,17.9,5,Manual,LTZ,Jaipur
Diesel,Sedan,90000,Fourth Owner,350000,2014,https://www.cardekho.com/used-car-details/used-Honda-Amaze-S-I-dtech-cars-Jaipur_cf195820-1aaf-457f-883a-1fc6f877bfd8.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Honda,Honda Amaze,2014,25.8,5,Manual,S i-Dtech,Jaipur
Diesel,MUV,80000,First Owner,1100000,2016,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-Vx-(diesel)-8-Seater-cars-Jaipur_5ba3d790-1bf8-4801-9c95-86270f0b4b9e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Toyota,Toyota Innova,2016,12.99,8,Manual,2.5 VX (Diesel) 8 Seater,Jaipur
Diesel,SUV,84000,First Owner,850000,2017,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.4-Crdi-S-cars-Jaipur_34fc014d-db09-4434-b915-028a482cf392.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai Creta,2017,21.38,5,Manual,1.4 CRDi S,Jaipur
Petrol,Hatchback,10000,First Owner,665000,2023,https://www.cardekho.com/used-car-details/used-Tata-Tiago-Xt-Bsvi-cars-Jaipur_d8bc816a-de93-4214-ba9f-e4066fc532be.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Tata,Tata Tiago,2023,19.01,5,Manual,XT BSVI,Jaipur
Diesel,Sedan,110000,First Owner,360000,2013,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-Diesel-Highline-cars-Jaipur_df313af2-ad7d-4218-a78c-cb38389bd4e5.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Volkswagen,Volkswagen Vento,2013,20.54,5,Manual,Diesel Highline,Jaipur
Petrol,Hatchback,90000,Fourth Owner,120000,2009,https://www.cardekho.com/used-car-details/used-Maruti-Alto-Lxi-cars-Jaipur_a21435f9-500e-4667-a513-8f5d2280f958.htm,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Tinted Glass, Brake Assist, Halogen Headlamps, Usb Auxiliary Input",Maruti,Maruti Alto,2009,19.7,5,Manual,LXi,Jaipur
Diesel,SUV,120000,Second Owner,360000,2013,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-1.5-Dv5-Mt-Titanium-cars-Jaipur_09f0100a-f03e-41d0-a8aa-c57184cc888e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Ford,Ford Ecosport,2013,22.7,5,Manual,1.5 DV5 MT Titanium,Jaipur
Petrol,Hatchback,100000,Second Owner,142000,2009,https://www.cardekho.com/used-car-details/used-Maruti-Alto-Lxi-cars-Jaipur_1082b8f3-5d09-4504-b031-e28e1e91fdb0.htm,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Tinted Glass, Brake Assist, Halogen Headlamps, Usb Auxiliary Input",Maruti,Maruti Alto,2009,19.7,5,Manual,LXi,Jaipur
Petrol,Sedan,40000,Second Owner,1200000,2020,https://www.cardekho.com/used-car-details/used-Honda-City-Vx-Cvt-cars-Jaipur_22278d79-bbbf-4792-8497-ffcee29c732d.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Honda,Honda City,2020,18.3,5,Automatic,VX CVT,Jaipur
Diesel,SUV,90000,First Owner,851000,2018,https://www.cardekho.com/used-car-details/used-Maruti-Sx4-S-Cross-Zeta-Ddis-200-Sh-cars-Jaipur_ddf551dc-56ad-4bad-9fd8-6154ce9c26a3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Maruti,Maruti SX4 S Cross,2018,25.1,5,Manual,Zeta DDiS 200 SH,Jaipur
Diesel,MUV,80000,First Owner,1100000,2016,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-Vx-(diesel)-8-Seater-cars-Jaipur_02876b53-0aed-4236-b1fb-77b393b7c9e8.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Toyota,Toyota Innova,2016,12.99,8,Manual,2.5 VX (Diesel) 8 Seater,Jaipur
Petrol,SUV,20000,First Owner,1100000,2023,https://www.cardekho.com/used-car-details/used-Maruti-Brezza-Vxi-cars-Jaipur_798a1c4f-63ca-45db-98eb-faba486d325b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Maruti,Maruti Brezza,2023,17.38,5,Manual,Vxi,Jaipur
Petrol,SUV,20000,First Owner,915000,2020,https://www.cardekho.com/used-car-details/used-Tata-Nexon-1.2-Revotron-Xma-cars-Jaipur_0acf11f5-40b0-4e5b-9790-5099378d6bc3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Tata,Tata Nexon,2020,17,5,Automatic,1.2 Revotron XMA,Jaipur
Diesel,SUV,40000,First Owner,900000,2019,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-Zdi-cars-Jaipur_81a78d20-1156-49a7-82f2-28599c881607.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Vitara Brezza,2019,24.3,5,Manual,ZDi,Jaipur
Petrol,Hatchback,110000,Second Owner,400000,2019,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-Zxi-Mt-Bsiv-cars-Jaipur_a3c6537b-5e01-4a20-8b03-0c468fabc416.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Celerio,2019,23.1,5,Manual,ZXI MT BSIV,Jaipur
Diesel,MUV,120000,Fourth Owner,540000,2015,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-Shvs-Vdi-cars-Jaipur_455be889-9dab-4d59-a290-0bb658e121ed.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Maruti,Maruti Ertiga,2015,24.52,7,Manual,SHVS VDI,Jaipur
Petrol,Hatchback,80000,First Owner,545000,2020,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-Sportz-cars-Jaipur_2e0e4bdd-092f-4872-9313-ff816f49410b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai Grand i10,2020,18.9,5,Manual,Sportz,Jaipur
Diesel,SUV,120000,Second Owner,635000,2013,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-Vlx-2wd-Airbag-Bsiv-cars-Jaipur_7e66e87f-bc68-439c-b00f-479c6d3aa69a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Mahindra,Mahindra Scorpio,2013,12.05,8,Manual,VLX 2WD AIRBAG BSIV,Jaipur
Diesel,SUV,80000,First Owner,850000,2016,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.4-Crdi-S-Plus-cars-Jaipur_54f02d1a-750f-48e6-a790-e21b84b508ce.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Hyundai,Hyundai Creta,2016,21.38,5,Manual,1.4 CRDi S Plus,Jaipur
Petrol,Sedan,80000,First Owner,980000,2019,https://www.cardekho.com/used-car-details/used-Honda-City-I-vtec-V-cars-Jaipur_771c30aa-2013-4668-9452-fcb8f21238c8.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Honda,Honda City,2019,17.4,5,Manual,i-VTEC V,Jaipur
Diesel,SUV,120000,Third Owner,450000,2007,https://www.cardekho.com/used-car-details/used-Mitsubishi-Pajero-2.8-Glx-Crz-cars-Jaipur_6843c22b-ba99-43af-b02c-4194f96adbfa.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Mitsubishi,Mitsubishi Pajero,2007,10.5,6,Manual,2.8 GLX CRZ,Jaipur
Diesel,SUV,80000,Second Owner,600000,2017,https://www.cardekho.com/used-car-details/used-Mahindra-Tuv-300-T6-Plus-cars-Jaipur_0c472e48-81c8-4d85-ac28-cb8a1104133c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Mahindra,Mahindra TUV 300,2017,18.49,7,Manual,T6 Plus,Jaipur
Petrol,Hatchback,40000,Second Owner,320000,2019,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-Lxi-cars-Jaipur_5d04b9fe-9e95-4fa8-9458-3547319195e6.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks",Maruti,Maruti Alto 800,2019,22.05,5,Manual,LXI,Jaipur
Petrol,Sedan,20000,First Owner,890000,2022,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Zxi-Bsvi-cars-Jaipur_b0a52626-f73a-4483-8cf3-da25f666c828.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Maruti,Maruti Swift Dzire,2022,22.41,5,Manual,ZXI BSVI,Jaipur
Petrol,Sedan,30000,First Owner,725000,2020,https://www.cardekho.com/used-car-details/used-Honda-Amaze-Vx-Petrol-cars-Jaipur_65e8b6aa-ff5e-4d1c-b4b3-aab9a747eadf.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Honda,Honda Amaze,2020,18.6,5,Manual,VX Petrol,Jaipur
Diesel,SUV,120000,First Owner,1150000,2017,https://www.cardekho.com/used-car-details/used-Jeep-Compass-2.0-Longitude-Option-Bsiv-cars-Jaipur_863051c5-96dd-456b-869a-bf6d2474dd6c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Jeep,Jeep Compass,2017,17.1,5,Manual,2.0 Longitude Option BSIV,Jaipur
Diesel,SUV,90000,Second Owner,1010000,2017,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.6-Crdi-At-Sx-Plus-cars-Jaipur_60b2690b-9479-4a6d-8d82-c796f51b6dea.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Hyundai,Hyundai Creta,2017,17.01,5,Automatic,1.6 CRDi AT SX Plus,Jaipur
Diesel,SUV,80000,First Owner,888000,2015,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.6-Crdi-Sx-cars-Jaipur_179b26c7-479b-42f3-b015-6e6382002a73.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai Creta,2015,19.67,5,Manual,1.6 CRDi SX,Jaipur
Petrol,Hatchback,40000,Second Owner,710000,2021,https://www.cardekho.com/used-car-details/used-Hyundai-I20-Sportz-Bsvi-cars-Jaipur_84879bfb-ef65-4b30-8a63-88b4577d335c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Hyundai,Hyundai i20,2021,21,5,Manual,Sportz BSVI,Jaipur
Petrol,Sedan,30000,First Owner,1060000,2020,https://www.cardekho.com/used-car-details/used-Honda-City-V-Mt-cars-Jaipur_503055bd-8816-476e-a400-7c69dd3274a0.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Honda,Honda City,2020,18.6,5,Manual,V MT,Jaipur
Petrol,Hatchback,100000,First Owner,400000,2016,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Vxi-Bs-Iv-cars-Jaipur_6bf9e346-2a22-4753-8fbe-1043b88c9ad1.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Maruti,Maruti Wagon R,2016,20.51,5,Manual,VXI BS IV,Jaipur
Diesel,SUV,120000,Third Owner,450000,2007,https://www.cardekho.com/used-car-details/used-Mitsubishi-Pajero-2.8-Glx-Crz-cars-Jaipur_fd730509-4372-4055-b046-3e0e764f71a3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Mitsubishi,Mitsubishi Pajero,2007,10.5,6,Manual,2.8 GLX CRZ,Jaipur
Diesel,Sedan,60000,Third Owner,252000,2014,https://www.cardekho.com/used-car-details/used-Tata-Manza-Club-Class-Quadrajet90-Lx-cars-Jaipur_a46605bd-ce97-4dc7-92a4-f3aba0e21d11.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",Tata,Tata Manza,2014,21.02,5,Manual,Club Class Quadrajet90 LX,Jaipur
Diesel,Sedan,120000,Second Owner,610000,2015,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-1.5-Tdi-Highline-cars-Jaipur_971ffc23-47e0-4fcf-9f7f-228225730d06.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Volkswagen,Volkswagen Vento,2015,20.34,5,Manual,1.5 TDI Highline,Jaipur
Petrol,SUV,60000,First Owner,1019999,2019,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv300-W8-Bsiv-cars-Jaipur_4f273119-8187-4892-954b-d04f90e868b4.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Mahindra,Mahindra XUV300,2019,17,5,Manual,W8 BSIV,Jaipur
Diesel,Hatchback,120000,First Owner,200000,2013,https://www.cardekho.com/used-car-details/used-Tata-Indica-Aqua-1.3-Quadrajet-(abs)-cars-Jaipur_a1e092d7-c419-4b76-ae0f-edb5e4f617f3.htm,"Power Steering, Power Windows Front, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Cd Player, Radio",Tata,Tata Indica,2013,18,5,Manual,Aqua 1.3 Quadrajet (ABS),Jaipur
Petrol,SUV,30000,First Owner,630000,2019,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-1.5-Petrol-Trend-Bsiv-cars-Jaipur_9c7c1c5a-7e68-477b-a0e2-ac0a4ce14c60.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Ford,Ford Ecosport,2019,17,5,Manual,1.5 Petrol Trend BSIV,Jaipur
Petrol,Hatchback,100000,Third Owner,229999,2016,https://www.cardekho.com/used-car-details/used-Hyundai-Eon-Era-Plus-cars-Jaipur_6dab2306-88b7-4f4f-b5a8-c6d581c71266.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Driver Air Bag",Hyundai,Hyundai EON,2016,21.1,5,Manual,Era Plus,Jaipur
