fuel_type,body_type,km_driven,owner,price,manufacturing_year,link,features,oem,model,registration_year,Mileage,Seats,transmission,variantName,City
Diesel,SUV,110000,Third Owner,550000,2014,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv500-W8-4wd-cars-Jaipur_811c9024-2efd-4c50-9a91-f1ac306c45b6.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Mahindra,Mahindra XUV500,2014,15.1,7,Manual,W8 4WD,Jaipur
Diesel,Sedan,120000,First Owner,350000,2017,https://www.cardekho.com/used-car-details/used-Chevrolet-Sail-1.3-Base-cars-Jaipur_640d242c-3541-4339-b23a-0bd50e44e1ef.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Child Safety Locks, Day Night Rear View Mirror",Chevrolet,Chevrolet Sail,2017,22.1,5,Manual,1.3 Base,Jaipur
Petrol,SUV,40000,First Owner,1700000,2021,https://www.cardekho.com/used-car-details/used-Mg-Hector-Plus-Sharp-Cvt-cars-Jaipur_70bb7f81-bbd7-4e8b-b352-b96759044522.htm,"Power Windows Front, Power Windows Rear, Leather Seats, Leather Steering Wheel, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Radio",MG,MG Hector Plus,2021,16.56,6,Automatic,Sharp CVT,Jaipur
Petrol,Sedan,60000,Second Owner,600000,2017,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-1.4-Alpha-cars-Jaipur_ca72de51-b10a-4b88-a350-99d76e12f5d4.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Ciaz,2017,20.73,5,Manual,1.4 Alpha,Jaipur
Petrol,SUV,60000,First Owner,869999,2021,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-Vxi-cars-Jaipur_91c52744-ac7f-4e43-a23d-21b9ac48a7db.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Vitara Brezza,2021,17.03,5,Manual,VXI,Jaipur
Diesel,Sedan,110000,Third Owner,500000,2015,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vdi-cars-Jaipur_557b1941-385f-4a0c-9290-d3bb1df8621c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Swift Dzire,2015,26.59,5,Manual,VDI,Jaipur
Petrol,Hatchback,100000,Fourth Owner,180000,2010,https://www.cardekho.com/used-car-details/used-Hyundai-I10-Era-1.1-cars-Jaipur_c48bb0c8-c947-42eb-8a56-90ad71c39236.htm,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Hyundai,Hyundai i10,2010,19.81,5,Manual,Era 1.1,Jaipur
Petrol,Sedan,60000,First Owner,800000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-Delta-Bsvi-cars-Jaipur_50f70069-ce44-44a8-8368-21c84d998a4a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Maruti,Maruti Ciaz,2020,20.65,5,Manual,Delta BSVI,Jaipur
Diesel,SUV,120000,Second Owner,850000,2012,https://www.cardekho.com/used-car-details/used-Bmw-X3-Xdrive20d-cars-Jaipur_aa204f99-7fc7-41dc-893b-3a09bb6c33e2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",BMW,BMW X3,2012,16.09,5,Automatic,xDrive20d,Jaipur
Diesel,Sedan,90000,Second Owner,270000,2014,https://www.cardekho.com/used-car-details/used-Renault-Scala-Diesel-Rxz-cars-Jaipur_4f06d6ae-6deb-4d93-b0b6-e724ef3226e9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Renault,Renault Scala,2014,21.64,5,Manual,Diesel RxZ,Jaipur
Diesel,Sedan,120000,Third Owner,409999,2013,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-1.6-Crdi-cars-Jaipur_ae0e918d-7726-44df-9c87-ac93081c57a5.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai Verna,2013,22.32,5,Manual,1.6 CRDI,Jaipur
Petrol,Sedan,40000,First Owner,725000,2019,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-Delta-Bsiv-cars-Jaipur_92d5bc33-011d-4ae4-a004-27b3570f4bd0.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Ciaz,2019,21.56,5,Manual,Delta BSIV,Jaipur
Petrol,SUV,60000,Second Owner,900000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Vitara-Brezza-Zxi-cars-Jaipur_b2c0f2a1-8800-4454-9c32-7fa1834734cd.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Maruti,Maruti Vitara Brezza,2020,17.03,5,Manual,ZXI,Jaipur
Petrol,Hatchback,50000,First Owner,625000,2018,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-Jaipur_15e42852-1294-487d-9e5c-5f421134225c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Baleno,2018,21.4,5,Manual,1.2 Zeta,Jaipur
Petrol,Sedan,40000,First Owner,750000,2019,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-Delta-Bsiv-cars-Jaipur_4678d980-a113-423d-aff9-b3dd1fb36ac9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Ciaz,2019,21.56,5,Manual,Delta BSIV,Jaipur
Diesel,Sedan,90000,Third Owner,1100000,2013,https://www.cardekho.com/used-car-details/used-Bmw-3-Series-320d-Luxury-Line-cars-Jaipur_8011a467-fbd7-42ca-8974-38efb8c192ff.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",BMW,BMW 3 Series,2013,18.88,5,Automatic,320d Luxury Line,Jaipur
Diesel,Sedan,150000,Third Owner,250000,2009,https://www.cardekho.com/used-car-details/used-Skoda-Laura-1.9-Tdi-Mt-Ambiente-cars-Jaipur_8a95d828-771c-45b8-ae46-d268a1d43661.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Skoda,Skoda Laura,2009,17,5,Manual,1.9 TDI MT Ambiente,Jaipur
Petrol,Hatchback,70000,Second Owner,680000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-Zeta-cars-Jaipur_62eff366-6c13-403e-91d1-d817b62a9eba.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Maruti,Maruti Baleno,2020,21.01,5,Manual,Zeta,Jaipur
Petrol,Hatchback,70000,Second Owner,680000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-Zeta-cars-Jaipur_a978d210-d3e0-4859-9edb-e1ee9eca6fc3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Maruti,Maruti Baleno,2020,21.01,5,Manual,Zeta,Jaipur
Diesel,Sedan,90000,Second Owner,550000,2014,https://www.cardekho.com/used-car-details/used-Honda-City-I-Dtec-V-cars-Jaipur_880a0040-f3a8-4e46-bce6-7468646c7f93.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Honda,Honda City,2014,26,5,Manual,i DTEC V,Jaipur
Petrol,Sedan,100000,Second Owner,270000,2006,https://www.cardekho.com/used-car-details/used-Honda-New-Accord-Vti-l-Mt-cars-Jaipur_4bbb4d32-c891-45b5-aa3e-333eb006db11.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Honda,Honda New Accord,2006,11.9,5,Manual,VTi-L MT,Jaipur
Petrol,SUV,80000,Second Owner,1025000,2013,https://www.cardekho.com/used-car-details/used-Honda-Cr-v-2.4l-4wd-At-cars-Jaipur_47744cf1-4cf4-48a0-a815-2c1b3ed86928.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Honda,Honda CR-V,2013,11.1,5,Automatic,2.4L 4WD AT,Jaipur
Diesel,SUV,150000,First Owner,3600000,2017,https://www.cardekho.com/used-car-details/used-Audi-Q7-45-Tdi-Quattro-Premium-Plus-cars-Jaipur_fdd29850-f49a-48ea-99b6-b72bd620ca63.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Audi,Audi Q7,2017,14.75,7,Automatic,45 TDI Quattro Premium Plus,Jaipur
Diesel,Sedan,90000,Third Owner,650000,2016,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-1.6-Crdi-S-cars-Jaipur_751349d9-4f50-4ea4-bbe9-b0b87d916e78.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai Verna,2016,23.9,5,Manual,1.6 CRDi S,Jaipur
Diesel,Hatchback,120000,First Owner,100000,2011,https://www.cardekho.com/used-car-details/used-Ford-Figo-Diesel-Exi-cars-Jaipur_99d610c4-f002-46c9-8465-76eb1e4d6a0a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks",Ford,Ford Figo,2011,20,5,Manual,Diesel EXI,Jaipur
Petrol,Hatchback,30000,Second Owner,160000,2009,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Lxi-Minor-cars-Jaipur_8c8b11a1-12ca-4d57-bf53-a61f725bbd75.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Maruti,Maruti Wagon R,2009,18.9,5,Manual,LXI Minor,Jaipur
Petrol,Hatchback,80000,Third Owner,105000,2006,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-Xo-cars-Jaipur_07b86dd9-d3ec-4084-b4a9-a92c71b5da45.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater",Hyundai,Hyundai Santro Xing,2006,17,5,Manual,XO,Jaipur
Diesel,Hatchback,70000,First Owner,295000,2016,https://www.cardekho.com/used-car-details/used-Maruti-Ignis-1.3-Sigma-cars-Jaipur_875a8529-0c05-4d6a-9e1b-a65f4ad58ed7.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Centeral Locking",Maruti,Maruti Ignis,2016,26.8,5,Manual,1.3 Sigma,Jaipur
Petrol,Hatchback,10000,First Owner,445000,2021,https://www.cardekho.com/used-car-details/used-Renault-Kwid-Rxt-cars-Jaipur_9d4ce67d-8b5f-4d55-a148-cb35f60225ad.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Renault,Renault KWID,2021,22.3,5,Manual,RXT,Jaipur
Diesel,SUV,120000,First Owner,700000,2015,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.4-Crdi-S-cars-Jaipur_c1dd5ea7-e668-4c6a-bc56-1e9f5f238fec.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai Creta,2015,21.38,5,Manual,1.4 CRDi S,Jaipur
Petrol,SUV,80000,First Owner,1300000,2019,https://www.cardekho.com/used-car-details/used-Kia-Seltos-Gtx-cars-Jaipur_ffc22931-99dc-45c0-8228-e08788906593.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Kia,Kia Seltos,2019,16.8,5,Manual,GTX,Jaipur
Petrol,Hatchback,50000,First Owner,390000,2018,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Vxi-Bs-Iv-cars-Jaipur_725bf312-6a46-4275-82b3-017b605ba69f.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Maruti,Maruti Wagon R,2018,20.51,5,Manual,VXI BS IV,Jaipur
Petrol,Hatchback,40000,First Owner,350000,2016,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Amt-Vxi-cars-Jaipur_2de508f1-175b-488a-a28b-1c3b197b3afc.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Maruti,Maruti Wagon R,2016,20.51,5,Automatic,AMT VXI,Jaipur
Petrol,Hatchback,60000,First Owner,450000,2021,https://www.cardekho.com/used-car-details/used-Renault-Kwid-Rxt-cars-Jaipur_7d2804f8-e021-45bf-a193-c9d47e72620e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Renault,Renault KWID,2021,22.3,5,Manual,RXT,Jaipur
Diesel,Hatchback,70000,Second Owner,450000,2014,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Ldi-Optional-cars-Jaipur_01c0c847-01ce-4efe-b35d-29f0ff4a1a6b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Maruti,Maruti Swift,2014,25.2,5,Manual,LDI Optional,Jaipur
Petrol,Sedan,70000,First Owner,825000,2018,https://www.cardekho.com/used-car-details/used-Honda-City-I-vtec-V-cars-Jaipur_749db151-4c5c-4938-88f8-c6d771b4c4a4.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Honda,Honda City,2018,17.4,5,Manual,i-VTEC V,Jaipur
Diesel,Sedan,120000,First Owner,200000,2011,https://www.cardekho.com/used-car-details/used-Tata-Indigo-Cr4-cars-Jaipur_e5c0b1dc-71c8-4058-bfb3-5de6db712487.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Wheel Covers, Child Safety Locks, Halogen Headlamps",Tata,Tata Indigo,2011,23.57,5,Manual,CR4,Jaipur
Petrol,SUV,50000,Second Owner,600000,2015,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-1.5-Ti-Vct-Mt-Ambiente-Bsiv-cars-Jaipur_85983cb2-96fa-4e41-ae2f-8c76027dbb2c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Ford,Ford Ecosport,2015,15.85,5,Manual,1.5 Ti VCT MT Ambiente BSIV,Jaipur
Diesel,Sedan,120000,Second Owner,600000,2014,https://www.cardekho.com/used-car-details/used-Hyundai-Elantra-Crdi-Sx-cars-Jaipur_50c8e0c2-75df-45bd-aabc-4130c95d8ca3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai Elantra,2014,22.7,5,Manual,CRDi SX,Jaipur
Petrol,Hatchback,24590,First Owner,409999,2018,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Vxi-Optional-cars-Jaipur_10dc96ce-8049-4bb3-8129-b1caa5bea631.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Wagon R,2018,20.51,5,Manual,VXI Optional,Jaipur
Petrol,Hatchback,20000,First Owner,700000,2022,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-Delta-cars-Jaipur_94095cf3-6555-4c7a-8bb0-ac3632f0aebf.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Maruti,Maruti Baleno,2022,21.01,5,Manual,Delta,Jaipur
Petrol,Sedan,20000,First Owner,1490000,2022,https://www.cardekho.com/used-car-details/used-Skoda-Slavia-1.0-Tsi-Style-Bsvi-cars-Jaipur_646dea02-6c20-466d-b241-09fb349422c2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Skoda,Skoda Slavia,2022,19.47,5,Manual,1.0 TSI Style BSVI,Jaipur
Petrol,Hatchback,120000,First Owner,311000,2013,https://www.cardekho.com/used-car-details/used-Hyundai-I20-Sportz-1.2-cars-Jaipur_c6b1a5b6-a768-4609-ab18-ae1393855c7b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Hyundai,Hyundai i20,2013,18.5,5,Manual,Sportz 1.2,Jaipur
Petrol,Hatchback,60000,First Owner,445000,2021,https://www.cardekho.com/used-car-details/used-Renault-Kwid-Rxt-cars-Jaipur_a9152736-1b66-4e3e-86fc-394566d69dd2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Renault,Renault KWID,2021,22.3,5,Manual,RXT,Jaipur
Petrol,Hatchback,100000,Fourth Owner,180000,2010,https://www.cardekho.com/used-car-details/used-Hyundai-I10-Era-1.1-cars-Jaipur_b24a39d4-cc3d-4531-87f7-b3b662d68b2c.htm,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Hyundai,Hyundai i10,2010,19.81,5,Manual,Era 1.1,Jaipur
Petrol,Hatchback,110000,Third Owner,150000,2010,https://www.cardekho.com/used-car-details/used-Maruti-Alto-Lxi-cars-Jaipur_ebe034cf-f45b-451c-8048-ece3368d0864.htm,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Tinted Glass, Brake Assist, Halogen Headlamps, Usb Auxiliary Input",Maruti,Maruti Alto,2010,19.7,5,Manual,LXi,Jaipur
Petrol,Sedan,40000,First Owner,690000,2019,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-Delta-Bsiv-cars-Jaipur_b77d6228-8aae-46b5-846a-eda896ebe6f3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Maruti,Maruti Ciaz,2019,21.56,5,Manual,Delta BSIV,Jaipur
Diesel,SUV,90000,First Owner,3000000,2018,https://www.cardekho.com/used-car-details/used-Toyota-Fortuner-2.8-2wd-Mt-Bsiv-cars-Jaipur_e041eda5-5095-49a0-a880-0ebfe82afcad.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Toyota,Toyota Fortuner,2018,14.24,7,Manual,2.8 2WD MT BSIV,Jaipur
Petrol,Hatchback,50000,First Owner,360000,2017,https://www.cardekho.com/used-car-details/used-Renault-Kwid-1.0-Rxt-Optional-cars-Jaipur_2344c363-3061-4611-a023-3c2e3cb2c8fe.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Renault,Renault KWID,2017,23.01,5,Manual,1.0 RXT Optional,Jaipur
Petrol,Sedan,50000,First Owner,750000,2020,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Amt-Zxi-cars-Jaipur_206a1051-ac55-4928-8630-18b94055d5ab.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Maruti,Maruti Swift Dzire,2020,21.21,5,Automatic,AMT ZXI,Jaipur
Diesel,Hatchback,120000,Second Owner,425000,2016,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-1.5-Tdi-Highline-Plus-cars-Jaipur_0aedeb4e-16b5-4de9-b7d8-dfa14f507443.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Volkswagen,Volkswagen Polo,2016,20.14,5,Manual,1.5 TDI Highline Plus,Jaipur
Petrol,Sedan,120000,Second Owner,320000,2011,https://www.cardekho.com/used-car-details/used-Honda-City-1.5-S-Mt-cars-Jaipur_e122ca9b-ff4c-4117-a6be-95ee3b3f2287.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Honda,Honda City,2011,17,5,Manual,1.5 S MT,Jaipur
